level_0,0
MIA,"{'EWR': {'FLIGHT_VOLUME': 2839.0, 'ARR_DELAY': 16.361042620641072}, 'RDU': {'FLIGHT_VOLUME': 1139.0, 'ARR_DELAY': 4.8059701492537314}, 'IAD': {'FLIGHT_VOLUME': 836.0, 'ARR_DELAY': 4.938995215311005}, 'BOS': {'FLIGHT_VOLUME': 2478.0, 'ARR_DELAY': 8.391041162227603}, 'SAT': {'FLIGHT_VOLUME': 345.0, 'ARR_DELAY': 12.855072463768115}, 'SFO': {'FLIGHT_VOLUME': 1802.0, 'ARR_DELAY': 12.713651498335183}, 'IAH': {'FLIGHT_VOLUME': 3163.0, 'ARR_DELAY': 4.873853936136579}, 'LAS': {'FLIGHT_VOLUME': 1211.0, 'ARR_DELAY': 8.581337737407102}, 'PHX': {'FLIGHT_VOLUME': 1099.0, 'ARR_DELAY': 8.330300272975432}, 'CLE': {'FLIGHT_VOLUME': 992.0, 'ARR_DELAY': -2.1754032258064515}, 'DEN': {'FLIGHT_VOLUME': 1406.0, 'ARR_DELAY': 4.244665718349929}, 'SAN': {'FLIGHT_VOLUME': 463.0, 'ARR_DELAY': 6.06695464362851}, 'MCO': {'FLIGHT_VOLUME': 2885.0, 'ARR_DELAY': 8.693934142114385}, 'PIT': {'FLIGHT_VOLUME': 892.0, 'ARR_DELAY': -0.9125560538116592}, 'RSW': {'FLIGHT_VOLUME': 36.0, 'ARR_DELAY': 15.61111111111111}, 'SEA': {'FLIGHT_VOLUME': 459.0, 'ARR_DELAY': 10.202614379084967}, 'DTW': {'FLIGHT_VOLUME': 1712.0, 'ARR_DELAY': 2.802570093457944}, 'BNA': {'FLIGHT_VOLUME': 1081.0, 'ARR_DELAY': 2.224791859389454}, 'MCI': {'FLIGHT_VOLUME': 378.0, 'ARR_DELAY': -8.03968253968254}, 'ORD': {'FLIGHT_VOLUME': 4355.0, 'ARR_DELAY': 8.158668197474167}, 'MSY': {'FLIGHT_VOLUME': 1459.0, 'ARR_DELAY': 6.6381082933516105}, 'DFW': {'FLIGHT_VOLUME': 3685.0, 'ARR_DELAY': 10.261872455902306}, 'LAX': {'FLIGHT_VOLUME': 2954.0, 'ARR_DELAY': 2.5775220040622884}, 'JAX': {'FLIGHT_VOLUME': 1719.0, 'ARR_DELAY': -0.06631762652705062}, 'GRR': {'FLIGHT_VOLUME': 13.0, 'ARR_DELAY': 15.692307692307692}, 'MSP': {'FLIGHT_VOLUME': 1471.0, 'ARR_DELAY': -1.1849082256968049}, 'CVG': {'FLIGHT_VOLUME': 830.0, 'ARR_DELAY': 3.02289156626506}, 'AUS': {'FLIGHT_VOLUME': 1011.0, 'ARR_DELAY': 1.3204747774480712}, 'LGA': {'FLIGHT_VOLUME': 6191.0, 'ARR_DELAY': 5.883056049103537}, 'IND': {'FLIGHT_VOLUME': 1063.0, 'ARR_DELAY': -2.5079962370649107}, 'TPA': {'FLIGHT_VOLUME': 2177.0, 'ARR_DELAY': 9.249425815342214}, 'BWI': {'FLIGHT_VOLUME': 1015.0, 'ARR_DELAY': 6.780295566502463}, 'DCA': {'FLIGHT_VOLUME': 3271.0, 'ARR_DELAY': 5.393457658208499}, 'CHS': {'FLIGHT_VOLUME': 1042.0, 'ARR_DELAY': -1.5499040307101728}, 'PHL': {'FLIGHT_VOLUME': 2424.0, 'ARR_DELAY': 14.097772277227723}, 'SJU': {'FLIGHT_VOLUME': 2313.0, 'ARR_DELAY': 12.146562905317769}, 'ORF': {'FLIGHT_VOLUME': 926.0, 'ARR_DELAY': -0.43844492440604754}, 'ATL': {'FLIGHT_VOLUME': 6564.0, 'ARR_DELAY': 5.9419561243144425}, 'BDL': {'FLIGHT_VOLUME': 359.0, 'ARR_DELAY': 13.11142061281337}, 'SLC': {'FLIGHT_VOLUME': 85.0, 'ARR_DELAY': 7.3882352941176475}, 'CMH': {'FLIGHT_VOLUME': 1037.0, 'ARR_DELAY': 1.180327868852459}, 'SAV': {'FLIGHT_VOLUME': 221.0, 'ARR_DELAY': -4.031674208144796}, 'STL': {'FLIGHT_VOLUME': 1013.0, 'ARR_DELAY': 3.9851924975320827}, 'OMA': {'FLIGHT_VOLUME': 245.0, 'ARR_DELAY': -2.76734693877551}, 'BUF': {'FLIGHT_VOLUME': 64.0, 'ARR_DELAY': 2.921875}, 'RIC': {'FLIGHT_VOLUME': 553.0, 'ARR_DELAY': 3.5009041591320074}, 'CLT': {'FLIGHT_VOLUME': 2675.0, 'ARR_DELAY': 6.588785046728972}, 'TYS': {'FLIGHT_VOLUME': 25.0, 'ARR_DELAY': 4.72}, 'PVD': {'FLIGHT_VOLUME': 110.0, 'ARR_DELAY': 8.063636363636364}, 'TTN': {'FLIGHT_VOLUME': 42.0, 'ARR_DELAY': 5.214285714285714}, 'MEM': {'FLIGHT_VOLUME': 450.0, 'ARR_DELAY': 0.7488888888888889}, 'ISP': {'FLIGHT_VOLUME': 92.0, 'ARR_DELAY': 27.054347826086957}, 'MKE': {'FLIGHT_VOLUME': 97.0, 'ARR_DELAY': 4.525773195876289}, 'BHM': {'FLIGHT_VOLUME': 719.0, 'ARR_DELAY': 1.7552155771905424}, 'TUL': {'FLIGHT_VOLUME': 33.0, 'ARR_DELAY': 9.454545454545455}, 'GSO': {'FLIGHT_VOLUME': 371.0, 'ARR_DELAY': 1.954177897574124}, 'PNS': {'FLIGHT_VOLUME': 1089.0, 'ARR_DELAY': -0.5803489439853077}, 'SDF': {'FLIGHT_VOLUME': 381.0, 'ARR_DELAY': -2.0131233595800526}, 'GSP': {'FLIGHT_VOLUME': 26.0, 'ARR_DELAY': 10.153846153846153}, 'EYW': {'FLIGHT_VOLUME': 1482.0, 'ARR_DELAY': -2.842780026990553}, 'JFK': {'FLIGHT_VOLUME': 3599.0, 'ARR_DELAY': 13.518199499861073}, 'TLH': {'FLIGHT_VOLUME': 1285.0, 'ARR_DELAY': 0.8155642023346303}, 'GNV': {'FLIGHT_VOLUME': 634.0, 'ARR_DELAY': 3.4842271293375395}, 'HOU': {'FLIGHT_VOLUME': 13.0, 'ARR_DELAY': 7.923076923076923}, 'STT': {'FLIGHT_VOLUME': 730.0, 'ARR_DELAY': 8.575342465753424}, 'EGE': {'FLIGHT_VOLUME': 107.0, 'ARR_DELAY': -0.4205607476635514}, 'STX': {'FLIGHT_VOLUME': 644.0, 'ARR_DELAY': 10.267080745341614}}"
MKE,"{'EWR': {'FLIGHT_VOLUME': 893.0, 'ARR_DELAY': 18.330347144456887}, 'RDU': {'FLIGHT_VOLUME': 95.0, 'ARR_DELAY': 14.536842105263158}, 'BOS': {'FLIGHT_VOLUME': 1094.0, 'ARR_DELAY': 10.660877513711151}, 'SFO': {'FLIGHT_VOLUME': 61.0, 'ARR_DELAY': -11.311475409836065}, 'IAH': {'FLIGHT_VOLUME': 671.0, 'ARR_DELAY': 4.788375558867362}, 'LAS': {'FLIGHT_VOLUME': 1181.0, 'ARR_DELAY': 0.38018628281117695}, 'PHX': {'FLIGHT_VOLUME': 1559.0, 'ARR_DELAY': 1.1847338037203337}, 'CLE': {'FLIGHT_VOLUME': 912.0, 'ARR_DELAY': -1.656798245614035}, 'DEN': {'FLIGHT_VOLUME': 2246.0, 'ARR_DELAY': 0.5658949243098842}, 'SAN': {'FLIGHT_VOLUME': 122.0, 'ARR_DELAY': 2.877049180327869}, 'MCO': {'FLIGHT_VOLUME': 1400.0, 'ARR_DELAY': 3.3864285714285716}, 'FLL': {'FLIGHT_VOLUME': 249.0, 'ARR_DELAY': 2.1004016064257027}, 'RSW': {'FLIGHT_VOLUME': 471.0, 'ARR_DELAY': 2.484076433121019}, 'SEA': {'FLIGHT_VOLUME': 836.0, 'ARR_DELAY': -6.892344497607655}, 'DTW': {'FLIGHT_VOLUME': 2008.0, 'ARR_DELAY': 5.876494023904383}, 'BNA': {'FLIGHT_VOLUME': 699.0, 'ARR_DELAY': -3.007153075822604}, 'MCI': {'FLIGHT_VOLUME': 608.0, 'ARR_DELAY': -0.2450657894736842}, 'ORD': {'FLIGHT_VOLUME': 1991.0, 'ARR_DELAY': 14.028126569563033}, 'DFW': {'FLIGHT_VOLUME': 1297.0, 'ARR_DELAY': 5.318427139552814}, 'LAX': {'FLIGHT_VOLUME': 347.0, 'ARR_DELAY': -4.9510086455331415}, 'JAX': {'FLIGHT_VOLUME': 15.0, 'ARR_DELAY': 28.933333333333334}, 'PDX': {'FLIGHT_VOLUME': 73.0, 'ARR_DELAY': -15.479452054794521}, 'MIA': {'FLIGHT_VOLUME': 97.0, 'ARR_DELAY': -4.463917525773196}, 'MSP': {'FLIGHT_VOLUME': 1922.0, 'ARR_DELAY': -4.436004162330906}, 'CVG': {'FLIGHT_VOLUME': 266.0, 'ARR_DELAY': 11.210526315789474}, 'AUS': {'FLIGHT_VOLUME': 95.0, 'ARR_DELAY': 2.463157894736842}, 'LGA': {'FLIGHT_VOLUME': 2240.0, 'ARR_DELAY': 12.06294642857143}, 'TPA': {'FLIGHT_VOLUME': 571.0, 'ARR_DELAY': 3.224168126094571}, 'BWI': {'FLIGHT_VOLUME': 944.0, 'ARR_DELAY': 0.05508474576271186}, 'DCA': {'FLIGHT_VOLUME': 677.0, 'ARR_DELAY': 5.129985228951256}, 'PHL': {'FLIGHT_VOLUME': 344.0, 'ARR_DELAY': 7.031976744186046}, 'ATL': {'FLIGHT_VOLUME': 3166.0, 'ARR_DELAY': -1.2065698041692987}, 'SLC': {'FLIGHT_VOLUME': 313.0, 'ARR_DELAY': 10.284345047923322}, 'STL': {'FLIGHT_VOLUME': 661.0, 'ARR_DELAY': 0.45537065052950076}, 'CLT': {'FLIGHT_VOLUME': 1736.0, 'ARR_DELAY': 5.432603686635945}, 'ATW': {'FLIGHT_VOLUME': 1.0, 'ARR_DELAY': 0.0}, 'SFB': {'FLIGHT_VOLUME': 74.0, 'ARR_DELAY': 17.7027027027027}, 'PIE': {'FLIGHT_VOLUME': 100.0, 'ARR_DELAY': -6.73}, 'PGD': {'FLIGHT_VOLUME': 72.0, 'ARR_DELAY': 11.63888888888889}, 'AZA': {'FLIGHT_VOLUME': 35.0, 'ARR_DELAY': 2.7142857142857144}, 'HOU': {'FLIGHT_VOLUME': 299.0, 'ARR_DELAY': -9.88628762541806}, 'DAL': {'FLIGHT_VOLUME': 66.0, 'ARR_DELAY': -0.3484848484848485}}"
MKG,"{'ORD': {'FLIGHT_VOLUME': 720.0, 'ARR_DELAY': 3.1375}}"
MLB,"{'ATL': {'FLIGHT_VOLUME': 1547.0, 'ARR_DELAY': -0.3813833225597931}, 'CLT': {'FLIGHT_VOLUME': 906.0, 'ARR_DELAY': 3.728476821192053}}"
MLI,"{'LAS': {'FLIGHT_VOLUME': 107.0, 'ARR_DELAY': -1.0934579439252337}, 'DEN': {'FLIGHT_VOLUME': 236.0, 'ARR_DELAY': 20.533898305084747}, 'DTW': {'FLIGHT_VOLUME': 659.0, 'ARR_DELAY': 6.1927162367223065}, 'ORD': {'FLIGHT_VOLUME': 1397.0, 'ARR_DELAY': 7.266284896206156}, 'DFW': {'FLIGHT_VOLUME': 725.0, 'ARR_DELAY': 7.464827586206897}, 'MSP': {'FLIGHT_VOLUME': 490.0, 'ARR_DELAY': 2.1346938775510202}, 'ATL': {'FLIGHT_VOLUME': 1049.0, 'ARR_DELAY': 9.132507149666349}, 'SFB': {'FLIGHT_VOLUME': 97.0, 'ARR_DELAY': 28.711340206185568}, 'PIE': {'FLIGHT_VOLUME': 98.0, 'ARR_DELAY': -5.357142857142857}, 'PGD': {'FLIGHT_VOLUME': 92.0, 'ARR_DELAY': 4.793478260869565}, 'AZA': {'FLIGHT_VOLUME': 98.0, 'ARR_DELAY': 1.3061224489795917}}"
MLU,"{'IAH': {'FLIGHT_VOLUME': 845.0, 'ARR_DELAY': -1.5644970414201183}, 'DFW': {'FLIGHT_VOLUME': 928.0, 'ARR_DELAY': 7.202586206896552}, 'ATL': {'FLIGHT_VOLUME': 1309.0, 'ARR_DELAY': 12.36210847975554}}"
MMH,"{'SFO': {'FLIGHT_VOLUME': 105.0, 'ARR_DELAY': 37.56190476190476}, 'DEN': {'FLIGHT_VOLUME': 13.0, 'ARR_DELAY': 25.076923076923077}, 'LAX': {'FLIGHT_VOLUME': 31.0, 'ARR_DELAY': 17.129032258064516}}"
MOB,"{'IAH': {'FLIGHT_VOLUME': 1644.0, 'ARR_DELAY': 0.6052311435523114}, 'ORD': {'FLIGHT_VOLUME': 247.0, 'ARR_DELAY': 8.821862348178138}, 'DFW': {'FLIGHT_VOLUME': 1011.0, 'ARR_DELAY': 8.83184965380811}, 'ATL': {'FLIGHT_VOLUME': 2387.0, 'ARR_DELAY': 7.656891495601173}, 'CLT': {'FLIGHT_VOLUME': 1277.0, 'ARR_DELAY': 12.332811276429132}}"
MOT,"{'LAS': {'FLIGHT_VOLUME': 144.0, 'ARR_DELAY': 13.041666666666666}, 'DEN': {'FLIGHT_VOLUME': 610.0, 'ARR_DELAY': 8.831147540983606}, 'MSP': {'FLIGHT_VOLUME': 1660.0, 'ARR_DELAY': 2.6343373493975903}, 'AZA': {'FLIGHT_VOLUME': 145.0, 'ARR_DELAY': 0.020689655172413793}, 'JMS': {'FLIGHT_VOLUME': 1.0, 'ARR_DELAY': 0.0}}"
MQT,"{'DTW': {'FLIGHT_VOLUME': 536.0, 'ARR_DELAY': 13.238805970149254}, 'ORD': {'FLIGHT_VOLUME': 456.0, 'ARR_DELAY': 17.151315789473685}, 'MSP': {'FLIGHT_VOLUME': 360.0, 'ARR_DELAY': 11.536111111111111}}"
MRY,"{'SFO': {'FLIGHT_VOLUME': 726.0, 'ARR_DELAY': 10.12534435261708}, 'LAS': {'FLIGHT_VOLUME': 106.0, 'ARR_DELAY': 15.38679245283019}, 'PHX': {'FLIGHT_VOLUME': 1180.0, 'ARR_DELAY': 6.274576271186441}, 'DEN': {'FLIGHT_VOLUME': 175.0, 'ARR_DELAY': 14.24}, 'SAN': {'FLIGHT_VOLUME': 206.0, 'ARR_DELAY': 11.91747572815534}, 'LAX': {'FLIGHT_VOLUME': 1518.0, 'ARR_DELAY': 8.68840579710145}}"
MSN,"{'EWR': {'FLIGHT_VOLUME': 703.0, 'ARR_DELAY': 17.74537695590327}, 'RDU': {'FLIGHT_VOLUME': 2.0, 'ARR_DELAY': 2.5}, 'IAD': {'FLIGHT_VOLUME': 2.0, 'ARR_DELAY': -8.0}, 'BOS': {'FLIGHT_VOLUME': 2.0, 'ARR_DELAY': 1.5}, 'SFO': {'FLIGHT_VOLUME': 208.0, 'ARR_DELAY': -8.403846153846153}, 'IAH': {'FLIGHT_VOLUME': 2.0, 'ARR_DELAY': -16.0}, 'LAS': {'FLIGHT_VOLUME': 153.0, 'ARR_DELAY': 8.673202614379084}, 'PHX': {'FLIGHT_VOLUME': 13.0, 'ARR_DELAY': 8.846153846153847}, 'CLE': {'FLIGHT_VOLUME': 2.0, 'ARR_DELAY': -21.0}, 'DEN': {'FLIGHT_VOLUME': 850.0, 'ARR_DELAY': 0.4011764705882353}, 'MCO': {'FLIGHT_VOLUME': 75.0, 'ARR_DELAY': 6.4}, 'SEA': {'FLIGHT_VOLUME': 1.0, 'ARR_DELAY': -8.0}, 'DTW': {'FLIGHT_VOLUME': 1376.0, 'ARR_DELAY': -2.6853197674418605}, 'BNA': {'FLIGHT_VOLUME': 2.0, 'ARR_DELAY': 28.0}, 'ORD': {'FLIGHT_VOLUME': 3305.0, 'ARR_DELAY': 8.45052950075643}, 'DFW': {'FLIGHT_VOLUME': 1027.0, 'ARR_DELAY': 3.475170399221032}, 'LAX': {'FLIGHT_VOLUME': 1.0, 'ARR_DELAY': 12.0}, 'MSP': {'FLIGHT_VOLUME': 1713.0, 'ARR_DELAY': -3.8809106830122593}, 'LGA': {'FLIGHT_VOLUME': 696.0, 'ARR_DELAY': 13.760057471264368}, 'DCA': {'FLIGHT_VOLUME': 291.0, 'ARR_DELAY': 5.237113402061856}, 'PHL': {'FLIGHT_VOLUME': 556.0, 'ARR_DELAY': 2.2823741007194243}, 'ATL': {'FLIGHT_VOLUME': 1168.0, 'ARR_DELAY': -0.4417808219178082}, 'SLC': {'FLIGHT_VOLUME': 311.0, 'ARR_DELAY': 0.6495176848874598}, 'STL': {'FLIGHT_VOLUME': 1.0, 'ARR_DELAY': -2.0}, 'CLT': {'FLIGHT_VOLUME': 723.0, 'ARR_DELAY': 5.0}}"
MSO,"{'SFO': {'FLIGHT_VOLUME': 130.0, 'ARR_DELAY': 17.723076923076924}, 'LAS': {'FLIGHT_VOLUME': 109.0, 'ARR_DELAY': -1.091743119266055}, 'DEN': {'FLIGHT_VOLUME': 806.0, 'ARR_DELAY': 4.068238213399503}, 'SEA': {'FLIGHT_VOLUME': 91.0, 'ARR_DELAY': 5.252747252747253}, 'ORD': {'FLIGHT_VOLUME': 149.0, 'ARR_DELAY': 25.86577181208054}, 'DFW': {'FLIGHT_VOLUME': 207.0, 'ARR_DELAY': 4.173913043478261}, 'LAX': {'FLIGHT_VOLUME': 120.0, 'ARR_DELAY': 11.8}, 'MSP': {'FLIGHT_VOLUME': 546.0, 'ARR_DELAY': -6.184981684981685}, 'ATL': {'FLIGHT_VOLUME': 13.0, 'ARR_DELAY': 22.76923076923077}, 'SLC': {'FLIGHT_VOLUME': 1084.0, 'ARR_DELAY': -2.518450184501845}, 'BZN': {'FLIGHT_VOLUME': 1.0, 'ARR_DELAY': 0.0}, 'AZA': {'FLIGHT_VOLUME': 133.0, 'ARR_DELAY': 3.037593984962406}, 'OAK': {'FLIGHT_VOLUME': 41.0, 'ARR_DELAY': 34.58536585365854}}"
